timestamp,temp,umid,ppf1
2024-03-08 00:00:07,24.2,75.26666666666667,0.0
2024-03-08 00:00:17,24.1,77.46666666666665,0.0
2024-03-08 00:00:27,24.1,78.96666666666667,0.0
2024-03-08 00:00:37,24.1,80.47777777777777,0.0
2024-03-08 00:00:47,24.1,81.8111111111111,0.0
2024-03-08 00:00:57,24.1,83.13333333333333,0.0
2024-03-08 00:01:07,24.04444444444444,84.33333333333333,0.0
2024-03-08 00:01:17,24.022222222222226,85.4111111111111,0.0
2024-03-08 00:01:27,24.03333333333333,86.4,0.0
2024-03-08 00:01:37,24.022222222222226,87.35555555555554,0.0
2024-03-08 00:01:47,24.08888888888889,88.16666666666667,0.0
2024-03-08 00:01:57,24.055555555555557,88.86666666666667,0.0
2024-03-08 00:02:07,24.1,89.48888888888888,0.0
2024-03-08 00:02:17,24.1,90.03333333333336,0.0
2024-03-08 00:02:27,24.1,90.52222222222224,0.0
2024-03-08 00:02:37,24.1,90.96666666666668,0.0
2024-03-08 00:02:47,24.1,91.3,0.0
2024-03-08 00:02:57,24.1,91.61111111111111,0.0
2024-03-08 00:03:07,24.13333333333333,91.9111111111111,0.0
2024-03-08 00:03:17,24.1,92.1,0.0
2024-03-08 00:03:27,24.17777777777777,92.3222222222222,0.0
2024-03-08 00:03:37,24.12222222222222,92.46666666666668,0.0
2024-03-08 00:03:47,24.166666666666664,92.68888888888893,0.0
2024-03-08 00:03:57,24.2,92.77777777777776,0.0
2024-03-08 00:04:07,24.2,92.9,0.0
2024-03-08 00:04:17,24.2,93.02222222222224,0.0
2024-03-08 00:04:27,24.2,93.07777777777778,0.0
2024-03-08 00:04:37,24.2,93.18888888888893,0.0
2024-03-08 00:04:47,24.22222222222222,93.37777777777778,0.0
2024-03-08 00:04:57,24.244444444444444,93.42222222222222,0.0
2024-03-08 00:05:07,24.25555555555555,93.47777777777776,0.0
2024-03-08 00:05:17,24.26666666666667,93.63333333333334,0.0
2024-03-08 00:05:27,24.23333333333333,93.76666666666664,0.0
2024-03-08 00:05:37,24.300000000000004,93.75555555555552,0.0
2024-03-08 00:05:47,24.300000000000004,93.8222222222222,0.0
2024-03-08 00:05:57,24.300000000000004,93.88888888888889,0.0
2024-03-08 00:06:07,24.300000000000004,94.05555555555556,0.0
2024-03-08 00:06:17,24.322222222222223,94.02222222222224,0.0
2024-03-08 00:06:27,24.36666666666667,94.0888888888889,0.0
2024-03-08 00:06:37,24.322222222222223,94.2,0.0
2024-03-08 00:06:47,24.4,94.22222222222224,0.0
2024-03-08 00:06:57,24.4,94.20000000000002,0.0
2024-03-08 00:07:07,24.4,94.29999999999998,0.0
2024-03-08 00:07:17,24.4,94.34444444444443,0.0
2024-03-08 00:07:27,24.4,94.31111111111107,0.0
2024-03-08 00:07:37,24.4,94.32222222222222,0.0
2024-03-08 00:07:47,24.4,94.38888888888889,0.0
2024-03-08 00:07:57,24.4,94.4,0.0
2024-03-08 00:08:07,24.4,94.46666666666664,0.0
2024-03-08 00:08:17,24.422222222222224,94.5,0.0
2024-03-08 00:08:27,24.4,94.5222222222222,0.0
2024-03-08 00:08:37,24.4,94.52222222222224,0.0
2024-03-08 00:08:47,24.433333333333334,94.54444444444444,0.0
2024-03-08 00:08:57,24.5,94.62222222222222,0.0
2024-03-08 00:09:07,24.477777777777774,94.62222222222222,0.0
2024-03-08 00:09:17,24.5,94.64444444444446,0.0
2024-03-08 00:09:27,24.5,94.65555555555557,0.0
2024-03-08 00:09:37,24.5,94.65555555555557,0.0
2024-03-08 00:09:47,24.5,94.6777777777778,0.0
2024-03-08 00:09:57,24.5,94.7222222222222,0.0
2024-03-08 00:10:07,24.522222222222226,94.7777777777778,0.0
2024-03-08 00:10:17,24.5,94.76666666666668,0.0
2024-03-08 00:10:27,24.522222222222226,94.75555555555556,0.0
2024-03-08 00:10:37,24.522222222222226,94.82222222222222,0.0
2024-03-08 00:10:47,24.57777777777777,94.84444444444443,0.0
2024-03-08 00:10:57,24.51111111111111,94.92222222222222,0.0
2024-03-08 00:11:07,24.58888888888889,95.1,0.0
2024-03-08 00:11:17,24.58888888888889,95.1,0.0
2024-03-08 00:11:27,24.6,95.15555555555557,0.0
2024-03-08 00:11:37,24.6,95.17777777777778,0.0
2024-03-08 00:11:47,24.6,95.22222222222224,0.0
2024-03-08 00:11:57,24.6,95.18888888888893,0.0
2024-03-08 00:12:07,24.6,95.23333333333336,0.0
2024-03-08 00:12:17,24.6,95.23333333333332,0.0
2024-03-08 00:12:27,24.6,95.20000000000002,0.0
2024-03-08 00:12:37,24.6,95.27777777777776,0.0
2024-03-08 00:12:47,24.65555555555555,95.23333333333332,0.0
2024-03-08 00:12:57,24.62222222222222,95.26666666666664,0.0
2024-03-08 00:13:07,24.677777777777774,95.24444444444444,0.0
2024-03-08 00:13:17,24.677777777777774,95.29999999999998,0.0
2024-03-08 00:13:27,24.666666666666664,95.27777777777776,0.0
2024-03-08 00:13:37,24.688888888888883,95.3222222222222,0.0
2024-03-08 00:13:47,24.64444444444444,95.26666666666664,0.0
2024-03-08 00:13:57,24.7,95.33333333333331,0.0
2024-03-08 00:14:07,24.7,95.35555555555555,0.0
2024-03-08 00:14:17,24.7,95.36666666666666,0.0
2024-03-08 00:14:27,24.7,95.36666666666666,0.0
2024-03-08 00:14:37,24.7,95.29999999999998,0.0
2024-03-08 00:14:47,24.7,95.35555555555555,0.0
2024-03-08 00:14:57,24.72222222222222,95.35555555555554,0.0
2024-03-08 00:15:07,24.71111111111111,95.35555555555555,0.0
2024-03-08 00:15:17,24.71111111111111,95.35555555555554,0.0
2024-03-08 00:15:27,24.72222222222222,95.37777777777777,0.0
2024-03-08 00:15:37,24.744444444444444,95.35555555555555,0.0
2024-03-08 00:15:47,24.800000000000004,95.35555555555554,0.0
2024-03-08 00:15:57,24.800000000000004,95.44444444444444,0.0
2024-03-08 00:16:07,24.77777777777778,95.44444444444444,0.0
2024-03-08 00:16:17,24.800000000000004,95.36666666666665,0.0
2024-03-08 00:16:27,24.800000000000004,95.4,0.0
2024-03-08 00:16:37,24.800000000000004,95.4222222222222,0.0
2024-03-08 00:16:47,24.800000000000004,95.42222222222222,0.0
2024-03-08 00:16:57,24.800000000000004,95.42222222222222,0.0
2024-03-08 00:17:07,24.800000000000004,95.47777777777776,0.0
2024-03-08 00:17:17,24.800000000000004,95.4,0.0
2024-03-08 00:17:27,24.800000000000004,95.45555555555556,0.0
2024-03-08 00:17:37,24.800000000000004,95.42222222222222,0.0
2024-03-08 00:17:47,24.800000000000004,95.44444444444444,0.0
2024-03-08 00:17:57,24.85555555555556,95.45555555555556,0.0
2024-03-08 00:18:07,24.866666666666667,95.45555555555556,0.0
2024-03-08 00:18:17,24.84444444444445,95.43333333333332,0.0
2024-03-08 00:18:27,24.87777777777778,95.43333333333334,0.0
2024-03-08 00:18:37,24.9,95.5,0.0
2024-03-08 00:18:47,24.85555555555556,95.45555555555556,0.0
2024-03-08 00:18:57,24.9,95.42222222222222,0.0
2024-03-08 00:19:07,24.9,95.44444444444444,0.0
2024-03-08 00:19:17,24.9,95.48888888888888,0.0
2024-03-08 00:19:27,24.9,95.46666666666664,0.0
2024-03-08 00:19:37,24.9,95.47777777777776,0.0
2024-03-08 00:19:47,24.9,95.44444444444444,0.0
2024-03-08 00:19:57,24.9,95.42222222222222,0.0
2024-03-08 00:20:07,24.9,95.45555555555556,0.0
2024-03-08 00:20:17,24.922222222222224,95.46666666666664,0.0
2024-03-08 00:20:27,24.9,95.44444444444444,0.0
2024-03-08 00:20:37,24.9,95.44444444444444,0.0
2024-03-08 00:20:47,24.9,95.44444444444444,0.0
2024-03-08 00:20:57,24.922222222222224,95.5,0.0
2024-03-08 00:21:07,25.0,95.46666666666664,0.0
2024-03-08 00:21:17,24.95555555555556,95.44444444444444,0.0
2024-03-08 00:21:27,24.977777777777774,95.47777777777776,0.0
2024-03-08 00:21:37,25.0,95.47777777777776,0.0
2024-03-08 00:21:47,24.96666666666667,95.5,0.0
2024-03-08 00:21:57,24.96666666666667,95.47777777777776,0.0
2024-03-08 00:22:07,25.0,95.51111111111112,0.0
2024-03-08 00:22:17,25.0,95.53333333333336,0.0
2024-03-08 00:22:27,25.0,95.5,0.0
2024-03-08 00:22:37,25.0,95.55555555555556,0.0
2024-03-08 00:22:47,25.0,95.48888888888888,0.0
2024-03-08 00:22:57,25.0,95.53333333333332,0.0
2024-03-08 00:23:07,25.0,95.43333333333334,0.0
2024-03-08 00:23:17,25.0,95.47777777777776,0.0
2024-03-08 00:23:27,25.03333333333333,95.5,0.0
2024-03-08 00:23:37,25.022222222222226,95.46666666666668,0.0
2024-03-08 00:23:47,25.0,95.5,0.0
2024-03-08 00:23:57,25.03333333333333,95.4888888888889,0.0
2024-03-08 00:24:07,25.022222222222226,95.5,0.0
2024-03-08 00:24:17,25.022222222222226,95.46666666666668,0.0
2024-03-08 00:24:27,25.04444444444444,95.53333333333336,0.0
2024-03-08 00:24:37,25.1,95.47777777777776,0.0
2024-03-08 00:24:47,25.1,95.55555555555556,0.0
2024-03-08 00:24:57,25.077777777777776,95.46666666666668,0.0
2024-03-08 00:25:07,25.1,95.48888888888888,0.0
2024-03-08 00:25:17,25.1,95.51111111111112,0.0
2024-03-08 00:25:27,25.1,95.52222222222224,0.0
2024-03-08 00:25:37,25.1,95.4777777777778,0.0
2024-03-08 00:25:47,25.1,95.53333333333336,0.0
2024-03-08 00:25:57,25.1,95.51111111111112,0.0
2024-03-08 00:26:07,25.1,95.5,0.0
2024-03-08 00:26:17,25.1,95.5,0.0
2024-03-08 00:26:27,25.1,95.41111111111113,0.0
2024-03-08 00:26:37,25.1,94.75555555555556,0.0
2024-03-08 00:26:47,25.1,92.8777777777778,0.0
2024-03-08 00:26:57,25.1,90.6,0.0
2024-03-08 00:27:07,25.0,88.1111111111111,0.0
2024-03-08 00:27:17,25.0,85.57777777777777,0.0
2024-03-08 00:27:27,24.9,82.93333333333334,0.0
2024-03-08 00:27:37,24.822222222222223,80.34444444444443,0.0
2024-03-08 00:27:47,24.78888888888889,77.87777777777778,0.0
2024-03-08 00:27:57,24.7,75.34444444444443,0.0
2024-03-08 00:28:07,24.65555555555555,72.83333333333331,0.0
2024-03-08 00:28:17,24.566666666666663,70.45555555555556,0.0
2024-03-08 00:28:27,24.477777777777774,69.21111111111111,0.0
